OBJECTID,WELLWIDTH,WELLLENGTH,PAREAWIDTH,LOWWELL,SPECIES,STNAME,Location 1
271,3,5,0,None,Platanus acerifolia,EMBARCADERO,"384
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
286,0,0,4,None,Pinus pinea,EUCLID AV,"276
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
262,4,8,0,Low,Liquidambar styraciflua,HARRISON ST,"2501
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
268,0,0,3,None,Prunus sp,PERKINS ST,"362
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
289,5,8,0,Moderate,Liquidambar styraciflua,BAY PL,"100
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
288,2,5,0,None,Liquidambar styraciflua,JAYNE AV,"255
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
284,0,0,5,None,Prunus cerasifera/blireiana,ELM ST,"3229
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
270,4,4,0,High,Platanus acerifolia,WASHINGTON ST,"661
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
283,4,3,0,Low,Dead,BROADWAY,"3074
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
277,0,0,0,None,Platanus acerifolia,EMBARCADERO,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
273,5,5,0,Low,Platanus acerifolia,CASTRO ST,"229
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
264,2,3,0,Low,Platanus acerifolia,WEBSTER ST,"2150
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
269,4,4,0,High,Platanus acerifolia,WASHINGTON ST,"661
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
279,4,7,0,None,Platanus acerifolia,OAK ST,"311
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
275,4,12,0,Low,Liquidambar styraciflua,17TH ST,"250
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
285,0,0,5,None,Syzygium paniculatum,SANTA CLARA AV,"56
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
276,0,0,0,None,Platanus acerifolia,EMBARCADERO,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
282,3,5,0,Moderate,Platanus acerifolia,FRANKLIN ST,"1314
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
281,3,5,0,Low,Platanus acerifolia,FRANKLIN ST,"1314
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3167,0,0,0,None,Stump,WYMAN ST,"3201
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
4013,0,0,2.5,None,Cercis sp,VERMONT ST,"840
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
311,4,5.5,0,None,Prunus sp,VERNON ST,"274
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
303,0,0,5,None,Pyrus kawakami,4TH ST,"49
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
297,5,9,0,None,Ficus retusa nitida,13TH ST,"226
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
305,2,2,0,None,Robinia hybrid,M L KING JR WY,"403
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
294,0,0,6,None,Betula sp,VAN BUREN AV,"515
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
313,4,4,0,None,Platanus acerifolia,9TH ST,"478
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
312,4,9,0,Moderate,Liquidambar styraciflua,VERNON ST,"274
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
295,4,6,0,None,Platanus acerifolia,11TH ST,"198
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
302,5,5,0,None,Magnolia grandiflora,FRANKLIN ST,"988
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
296,5,9,0,None,Ficus retusa nitida,13TH ST,"226
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
304,3,3,0,Low,Lophostemon confertus,WEBSTER ST,"3300
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
318,0,0,6,None,Magnolia grandiflora,JACKSON ST,"208
Oakland, Ca"
301,0,0,3,None,Pyrus calleryana cvs,BELLEVUE AV,"565
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
309,4,4,0,Low,Pyrus calleryana cvs,17TH ST,"108
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
299,4,4,0,Low,Schinus terebinthefolia,MADISON ST,"800
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
306,4,8,0,Low,Liquidambar styraciflua,ADAMS ST,"303
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
315,0,0,4,Moderate,Lagerstroemia indica,3RD ST,"520
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
319,0,0,5,None,Lophostemon confertus,JACKSON ST,"208
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
317,0,0,6,None,Magnolia grandiflora,JACKSON ST,"208
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
292,0,0,3,None,Eucalyptus ficifolia,ELM ST,"3407
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
293,4,3,0,Low,Nyssa sylvatica,BROADWAY,"3040
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
316,4,4,0,None,Platanus acerifolia,6TH ST,"550
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
291,5,9,0,Low,Platanus acerifolia,BAY PL,"66
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
345,0,0,5,None,Unknown,JEFFERSON ST,"329
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
337,0,0,0,None,Platanus acerifolia,WATER ST,"416
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
327,0,0,4,None,Prunus sp,OAK ST,"1000
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
320,2,3,0,Moderate,Lagerstroemia indica,WEST MACARTHUR BL,"215
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
326,2,4,0,None,Lophostemon confertus,WEST MACARTHUR BL,"215
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
346,0,0,6,None,Platanus acerifolia,JEFFERSON ST,"231
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
348,6,8,0,None,Liquidambar styraciflua,TELEGRAPH AV,"3401
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
332,4,5,0,None,Platanus acerifolia,WATER ST,"530
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
321,4,4,0,None,Pistacia chinensis,BROADWAY,"1000
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
340,0,0,2,None,Ginkgo biloba,33RD ST,"521
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
323,2,5,0,Low,Crataegus phaenopyrum,BELLEVUE AV,"366
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
343,3,3,0,High,Lophostemon confertus,WEBSTER ST,"605
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
330,0,0,4,None,Acer sp,RANDWICK AV,"36
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
336,4,9,0,None,Liquidambar styraciflua,PERKINS ST,"201
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
334,0,0,0,None,Liquidambar styraciflua,PERKINS ST,"201
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
342,2,2,0,Moderate,Nyssa sylvatica,34TH ST,"454
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
341,2.5,2.5,0,Moderate,Callistemon sp,WASHINGTON ST,"700
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
339,3,5,0,None,Platanus acerifolia,BROADWAY,"322
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
333,0,0,5,None,Sequoia sempervirens,SANTA CLARA AV,"64
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
329,0,0,4,None,Unknown,OAK ST,"1000
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
322,0,0,3,None,Stump,ADAMS ST,"276
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
338,6,6,0,Low,Platanus acerifolia,JACK LONDON SQ,"40
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
347,3,3,0,None,Liquidambar styraciflua,TELEGRAPH AV,"3401
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
344,2,3,0,Low,Pistacia chinensis,33RD ST,"528
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
328,0,0,4,None,Prunus sp,OAK ST,"1000
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
20882,0,0,6,None,Liquidambar styraciflua,HUDSON ST,"454
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21938,4,5,0,Moderate,Platanus acerifolia,FRUITVALE AV,"3320
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
359,3,6,0,Low,Unknown,2ND ST,"522
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
357,6,6,0,None,Platanus acerifolia,BROADWAY,"1111
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
363,3,3,0,None,Pyrus calleryana cvs,FRANKLIN ST,"1111
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
367,4,8,0,Low,Alnus rhombifolia,BELLEVUE AV,"380
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
350,0,0,0,None,Platanus acerifolia,GRAND AV,"240
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
368,3,4,0,None,Crataegus phaenopyrum,EUCLID AV,"381
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
377,6,9,0,None,Platanus acerifolia,GRAND AV,"401
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
351,0,0,5,None,Crataegus phaenopyrum,VAN BUREN AV,"507
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
371,3,6,0,Low,Liquidambar styraciflua,MADISON ST,"1800
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
373,0,0,7,None,Malus sp,34TH ST,"460
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
375,4,3,0,Low,Platanus acerifolia,EMBARCADERO,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
355,0,0,6,None,Quercus ilex,WEST MACARTHUR BL,"183
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
374,2,3,0,High,Pittosporum undulatum,5TH ST,"499
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
353,0,0,0,None,Pistacia chinensis,33RD ST,"539
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
354,0,0,4,None,Crataegus phaenopyrum,EUCLID AV,"277
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
352,3,5,0,Moderate,Platanus acerifolia,EMBARCADERO,"444
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
370,3,5,0,Low,Platanus acerifolia,BROADWAY,"101
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
366,5,5,0,None,Platanus acerifolia,12TH ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
349,3,4,0,Moderate,Platanus acerifolia,GRAND AV,"554
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
362,3,3,0,None,Pyrus calleryana cvs,FRANKLIN ST,"1111
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
356,5,12,0,Moderate,Unknown,5TH ST,"593
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
364,0,0,0,Low,Platanus acerifolia,11TH ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10018,5,5,0,High,Ginkgo biloba,FRANKLIN ST,"988
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
394,0,0,3,None,Platanus acerifolia,98TH AV,"155
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
396,0,0,6,None,Phoenix canariensis,HEGENBERGER RD,"303
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
389,8,6,0,None,Fraxinus o. `Raywood',OAK ST,"311
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
380,0,0,3,None,Persea sp / avocado,RICHMOND BL,"3027
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
403,0,0,4,None,Dead,98TH AV,"191
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
386,0,0,2,None,Platanus acerifolia,HAWTHORNE AV,"370
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
399,0,0,3,None,Platanus acerifolia,98TH AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
384,2,4,0,Low,Syzygium paniculatum,LAGUNITAS AV,"400
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
387,3,3,0,Low,Platanus acerifolia,WASHINGTON ST,"110
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
393,0,0,3,None,Platanus acerifolia,98TH AV,"155
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
381,0,0,4,None,Platanus acerifolia,GRAND AV,"270
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
385,4,4,0,Moderate,Platanus acerifolia,WASHINGTON ST,"661
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
405,2.5,3,0,Moderate,Lagerstroemia indica,REVERE AV,"3155
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
379,2,2,0,Moderate,Magnolia grandiflora,MONTECITO AV,"149
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
398,0,0,3,None,Platanus acerifolia,98TH AV,"172
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
391,3,3,0,Low,Nyssa sylvatica,30TH ST,"250
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
395,0,0,3,None,Platanus acerifolia,98TH AV,"190
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
406,2,2,0,None,Prunus cerasifera/blireiana,HANSOM DR,"8030
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
382,0,0,0,Low,Liquidambar styraciflua,2ND ST,"424
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
401,0,0,4,None,Platanus acerifolia,98TH AV,"134
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
404,0,0,3,None,Liquidambar styraciflua,MARLOW DR,"243
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
383,2,5,0,None,Unknown,LAGUNITAS AV,"400
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
378,6,9,0,None,Platanus acerifolia,GRAND AV,"401
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
388,5,5,0,None,Robinia hybrid,OAK ST,"311
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
17923,0,0,7.5,None,Platanus acerifolia,HAVENSCOURT BL,"2500
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
419,0,0,4,None,Unknown,CALAFIA AV,"3558
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
416,0,0,5,None,Liquidambar styraciflua,SURREY LN,"8050
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
409,0,0,5,None,Liquidambar styraciflua,HANSOM DR,"7951
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
428,0,0,5,None,Liquidambar styraciflua,SURREY LN,"8061
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
410,3,3,0,None,Morus alba,SURREY LN,"8120
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
421,0,0,5,None,Liquidambar styraciflua,SURREY LN,"7981
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
432,2,2,0,Low,Pyrus kawakami,KENTWOOD CT,"4109
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
415,0,0,3,None,Liquidambar styraciflua,MARLOW DR,"117
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
408,0,0,3,None,Pistacia chinensis,COVINGTON ST,"236
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
427,0,0,5,None,Malus floribunda,SHAY DR,"7945
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
413,0,0,5,None,Magnolia grandiflora,SHAY DR,"8050
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
435,3,10,0,Moderate,Liquidambar styraciflua,MARLOW DR,"311
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
425,3,15,0,None,Liquidambar styraciflua,MARLOW DR,"201
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
407,0,0,6,None,Liquidambar styraciflua,MARLOW DR,"212
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
414,0,0,3,None,Liquidambar styraciflua,MIDDLETON ST,"3139
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
417,0,0,4,None,Lophostemon confertus,CALAFIA AV,"3558
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
430,0,0,3,None,Other,MARLOW DR,"71
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
424,0,0,4,None,Quercus agrifolia,CALAFIA AV,"3600
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
431,0,0,0,None,Magnolia grandiflora,SHAY DR,"8001
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
423,0,0,5,None,Liquidambar styraciflua,SURREY LN,"8040
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
411,2,6,0,Low,Crataegus phaenopyrum,TWIN OAKS WY,"3845
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
420,0,0,6,None,Maytenus boaria,HANSOM DR,"8120
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
418,1,1,0,Low,Other,CALAFIA AV,"3558
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
422,0,0,3,None,Liquidambar styraciflua,MIDDLETON ST,"3070
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36697,0,0,2,None,Metrosideros excelsus,EAST 9TH ST,"2837
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33654,0,0,5,None,Magnolia grandiflora,FLORIDA ST,"2901
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
628,3,3,0,Low,Celtis sp,MANCHESTER DR,"6075
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
623,0,0,4,None,Pyrus kawakami,MARGARIDO DR,"5903
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
451,2,2,0,Low,Stump,MOUNTAIN BL,"9765
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
450,0,0,5,None,Maytenus boaria,PHAETON DR,"7990
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
445,0,0,2,None,Lagerstroemia indica,MERLIN CT,"2
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
453,2.5,13,0,Low,Liquidambar styraciflua,MARLOW DR,"185
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
630,2,3,0,None,Tristaniopsis laurina,ALPINE TR,"156
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
448,0,0,3,None,Lagerstroemia indica,COVINGTON ST,"228
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
621,0,0,6,None,Arbutus sp,SOMERSET RD,"249
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
622,0,0,10,None,Celtis sp,OCEAN VIEW DR,"6009
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
443,0,0,2.5,None,Pistacia chinensis,COVINGTON ST,"314
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
620,0,0,8,None,Phoenix canariensis,ROCKRIDGE BL,"6045
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
444,0,0,3,None,Pistacia chinensis,COVINGTON ST,"200
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
627,0,0,10,None,Olea europaea,OCEAN VIEW DR,"6017
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
446,3,3,0,Low,Prunus cerasifera/blireiana,MAYNARD AV,"4121
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
437,3,9,0,High,Pistacia chinensis,COVINGTON ST,"221
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
442,0,0,4,None,Platanus acerifolia,106TH AV,"2957
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
447,0,0,2,None,Lagerstroemia indica,SCOTIA AV,"4956
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
629,2,3,0,None,Tristaniopsis laurina,ALPINE TR,"156
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
441,2,2,0,High,Liquidambar styraciflua,MARLOW DR,"390
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
439,0,0,5,None,Liquidambar styraciflua,SURREY LN,"8181
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
624,0,0,8,None,Phoenix canariensis,ROCKRIDGE BL,"6025
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
452,0,0,3,None,Liquidambar styraciflua,MARLOW DR,"357
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11972,0,0,4,None,Pistacia chinensis,24TH AV,"2319
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22405,0,0,5,None,Cinnamomum camphora,MORCOM AV,"3225
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
654,0,0,10,None,Platanus acerifolia,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
635,0,0,20,None,Olea europaea,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
646,0,0,20,None,Quercus agrifolia,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
640,0,0,1.5,None,Prunus serrulata,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
648,0,0,3,None,Acacia longifolia,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
659,0,0,12,None,Prunus cerasifera/blireiana,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
634,0,0,0,None,Olea europaea,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
649,0,0,0,None,Dodonaea sp,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
639,0,0,0,None,Dodonaea sp,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
647,4,4,0,Low,Pyrus calleryana cvs,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
650,0,0,20,None,Quercus agrifolia,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
638,0,0,15,None,Quercus agrifolia,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
641,0,0,15,None,Aesculus carnea,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
653,0,0,5,None,Schinus terebinthefolia,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
645,0,0,16,None,Cupressus sp,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
637,2,2,0,Moderate,Betula sp,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
652,3,2,0,Low,Unknown,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
658,0,0,10,None,Liriodendron tulipifera,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
657,0,0,10,None,Magnolia grandiflora,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
643,0,0,5,None,Lagerstroemia indica,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
632,0,0,1,None,Acacia melanoxylon,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
642,2,6,0,Moderate,Platanus acerifolia,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
633,2.5,2.5,0,None,Unknown,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
656,0,0,15,None,Prunus cerasifera/blireiana,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27084,0,0,5.5,None,Magnolia grandiflora,VIRGINIA AV,"4527
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
662,2,5,0,None,Liquidambar styraciflua,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
674,2.5,3,0,Low,Lagerstroemia indica,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
672,0,0,5,None,Lagerstroemia indica,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
677,3,6,0,Low,Aesculus carnea,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
667,4,4,0,Moderate,Pyrus calleryana cvs,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
690,5,8,0,Low,Acer sp,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
683,2,3,0,Low,Platanus acerifolia,16TH ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
686,3,3,0,None,Washingtonia filifera,12TH ST,"1003
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
678,0,0,3,None,Pyrus calleryana cvs,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
687,2,3,0,Low,Ginkgo biloba,12TH ST,"1003
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
670,2,8,0,Low,Pyrus calleryana cvs,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
688,2,3,0,None,Platanus acerifolia,POPLAR ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
679,0,0,2,None,Unknown,BROCKHURST ST,"678
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
664,0,0,3.5,None,Pyrus calleryana cvs,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
682,2,3,0,None,Ginkgo biloba,MAGNOLIA ST,"1037
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
